[2026-03-22T17:15:09.664Z] GET http://localhost:8847/design-system/components/zones.css → 200 (3ms, 8776B)
[2026-03-22T17:15:09.664Z] GET http://localhost:8847/design-system/components/menus.css → 200 (3ms, 3965B)
[2026-03-22T17:15:09.664Z] GET http://localhost:8847/design-system/components/toolbar.css → 200 (3ms, 1867B)
[2026-03-22T17:15:09.664Z] GET http://localhost:8847/design-system/components/questions.css → 304 (4ms, ?B)
[2026-03-22T17:15:09.664Z] GET http://localhost:8847/design-system/components/canvas.css → 200 (4ms, 3317B)
[2026-03-22T17:15:09.664Z] GET http://localhost:8847/design-system/components/tooltips.css → 200 (4ms, 1917B)
[2026-03-22T17:15:09.678Z] GET https://fonts.gstatic.com/s/ibmplexmono/v20/-F63fjptAgt5VM-kVkqdyU8n1i8q131nj-o.woff2 → 200 (?ms, ?B)
[2026-03-22T17:15:09.679Z] GET https://fonts.gstatic.com/s/ibmplexmono/v20/-F6qfjptAgt5VM-kVkqdyU8n3twJwlBFgsAXHNk.woff2 → 200 (?ms, ?B)
[2026-03-22T17:15:09.679Z] GET https://fonts.gstatic.com/s/ibmplexmono/v20/-F6qfjptAgt5VM-kVkqdyU8n3vAOwlBFgsAXHNk.woff2 → 200 (?ms, ?B)
[2026-03-22T17:15:09.679Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7W0Q5nw.woff2 → 200 (?ms, ?B)
[2026-03-22T17:21:06.043Z] GET http://localhost:8847/index.html → 200 (4ms, 102410B)
[2026-03-22T17:21:06.050Z] GET https://fonts.googleapis.com/css2?family=IBM+Plex+Mono:wght@400;500;600&family=Inter:wght@400;500;600&display=swap → 200 (?ms, 13429B)
[2026-03-22T17:21:06.050Z] GET http://localhost:8847/index.css → 200 (1ms, 528B)
[2026-03-22T17:21:06.051Z] GET http://localhost:8847/reset.css → 200 (4ms, 819B)
[2026-03-22T17:21:06.051Z] GET http://localhost:8847/tokens.css → 200 (4ms, 14776B)
[2026-03-22T17:21:06.051Z] GET http://localhost:8847/components/layout.css → 200 (4ms, 1654B)
[2026-03-22T17:21:06.052Z] GET http://localhost:8847/components/buttons.css → 200 (3ms, 6677B)
[2026-03-22T17:21:06.052Z] GET http://localhost:8847/components/cards.css → 200 (3ms, 6493B)
[2026-03-22T17:21:06.052Z] GET http://localhost:8847/components/forms.css → 200 (3ms, 6346B)
[2026-03-22T17:21:06.052Z] GET http://localhost:8847/components/navigation.css → 200 (3ms, 1679B)
[2026-03-22T17:21:06.052Z] GET http://localhost:8847/components/zones.css → 200 (4ms, 8776B)
[2026-03-22T17:21:06.052Z] GET http://localhost:8847/components/menus.css → 200 (4ms, 3965B)
[2026-03-22T17:21:06.052Z] GET http://localhost:8847/components/toolbar.css → 200 (4ms, 1867B)
[2026-03-22T17:21:06.052Z] GET http://localhost:8847/components/questions.css → 200 (4ms, 4257B)
[2026-03-22T17:21:06.052Z] GET http://localhost:8847/components/canvas.css → 200 (4ms, 3317B)
[2026-03-22T17:21:06.052Z] GET http://localhost:8847/components/tooltips.css → 200 (4ms, 1917B)
[2026-03-22T17:21:06.052Z] GET http://localhost:8847/components/animations.css → 200 (4ms, 13085B)
[2026-03-22T17:21:06.067Z] GET https://fonts.gstatic.com/s/ibmplexmono/v20/-F63fjptAgt5VM-kVkqdyU8n1i8q131nj-o.woff2 → 200 (?ms, ?B)
[2026-03-22T17:21:06.067Z] GET https://fonts.gstatic.com/s/ibmplexmono/v20/-F6qfjptAgt5VM-kVkqdyU8n3twJwlBFgsAXHNk.woff2 → 200 (?ms, ?B)
[2026-03-22T17:21:06.067Z] GET https://fonts.gstatic.com/s/ibmplexmono/v20/-F6qfjptAgt5VM-kVkqdyU8n3vAOwlBFgsAXHNk.woff2 → 200 (?ms, ?B)
[2026-03-22T17:21:06.067Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7W0Q5nw.woff2 → 200 (1ms, ?B)
[2026-03-22T17:22:45.154Z] GET http://localhost:8847/index.html → 200 (2ms, 102318B)
[2026-03-22T17:22:45.159Z] GET https://fonts.googleapis.com/css2?family=IBM+Plex+Mono:wght@400;500;600&family=Inter:wght@400;500;600&display=swap → 200 (?ms, 13429B)
[2026-03-22T17:22:45.159Z] GET http://localhost:8847/index.css → 304 (?ms, ?B)
[2026-03-22T17:22:45.161Z] GET http://localhost:8847/reset.css → 200 (?ms, 819B)
[2026-03-22T17:22:45.161Z] GET http://localhost:8847/tokens.css → 304 (3ms, ?B)
[2026-03-22T17:22:45.161Z] GET http://localhost:8847/components/layout.css → 200 (?ms, 1654B)
[2026-03-22T17:22:45.161Z] GET http://localhost:8847/components/buttons.css → 304 (3ms, ?B)
[2026-03-22T17:22:45.161Z] GET http://localhost:8847/components/cards.css → 304 (3ms, ?B)
[2026-03-22T17:22:45.161Z] GET http://localhost:8847/components/forms.css → 304 (3ms, ?B)
[2026-03-22T17:22:45.161Z] GET http://localhost:8847/components/navigation.css → 304 (3ms, ?B)
[2026-03-22T17:22:45.161Z] GET http://localhost:8847/components/zones.css → 304 (3ms, ?B)
[2026-03-22T17:22:45.161Z] GET http://localhost:8847/components/menus.css → 304 (3ms, ?B)
[2026-03-22T17:22:45.161Z] GET http://localhost:8847/components/toolbar.css → 304 (4ms, ?B)
[2026-03-22T17:22:45.161Z] GET http://localhost:8847/components/questions.css → 200 (?ms, 4257B)
[2026-03-22T17:22:45.161Z] GET http://localhost:8847/components/canvas.css → 304 (3ms, ?B)
[2026-03-22T17:22:45.161Z] GET http://localhost:8847/components/tooltips.css → 304 (3ms, ?B)
[2026-03-22T17:22:45.161Z] GET http://localhost:8847/components/animations.css → 200 (4ms, 13175B)
[2026-03-22T17:22:45.174Z] GET https://fonts.gstatic.com/s/ibmplexmono/v20/-F63fjptAgt5VM-kVkqdyU8n1i8q131nj-o.woff2 → 200 (?ms, ?B)
[2026-03-22T17:22:45.174Z] GET https://fonts.gstatic.com/s/ibmplexmono/v20/-F6qfjptAgt5VM-kVkqdyU8n3twJwlBFgsAXHNk.woff2 → 200 (?ms, ?B)
[2026-03-22T17:22:45.174Z] GET https://fonts.gstatic.com/s/ibmplexmono/v20/-F6qfjptAgt5VM-kVkqdyU8n3vAOwlBFgsAXHNk.woff2 → 200 (?ms, ?B)
[2026-03-22T17:22:45.174Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7W0Q5nw.woff2 → 200 (?ms, ?B)
[2026-03-22T17:30:35.280Z] GET http://localhost:8847/index.html → 200 (1ms, 120455B)
[2026-03-22T17:30:35.284Z] GET https://fonts.googleapis.com/css2?family=IBM+Plex+Mono:wght@400;500;600&family=Inter:wght@400;500;600&display=swap → 200 (?ms, 13429B)
[2026-03-22T17:30:35.285Z] GET http://localhost:8847/index.css → 200 (2ms, 560B)
[2026-03-22T17:30:35.287Z] GET http://localhost:8847/reset.css → 304 (3ms, ?B)
[2026-03-22T17:30:35.287Z] GET http://localhost:8847/tokens.css → 304 (4ms, ?B)
[2026-03-22T17:30:35.287Z] GET http://localhost:8847/components/layout.css → 200 (4ms, 1948B)
[2026-03-22T17:30:35.287Z] GET http://localhost:8847/components/buttons.css → 200 (4ms, 6998B)
[2026-03-22T17:30:35.287Z] GET http://localhost:8847/components/cards.css → 304 (4ms, ?B)
[2026-03-22T17:30:35.287Z] GET http://localhost:8847/components/forms.css → 200 (5ms, 6636B)
[2026-03-22T17:30:35.287Z] GET http://localhost:8847/components/navigation.css → 200 (5ms, 1868B)
[2026-03-22T17:30:35.287Z] GET http://localhost:8847/components/zones.css → 200 (5ms, 9554B)
[2026-03-22T17:30:35.287Z] GET http://localhost:8847/components/menus.css → 200 (5ms, 4276B)
[2026-03-22T17:30:35.287Z] GET http://localhost:8847/components/toolbar.css → 200 (5ms, 2173B)
[2026-03-22T17:30:35.287Z] GET http://localhost:8847/components/questions.css → 200 (5ms, 4477B)
[2026-03-22T17:30:35.287Z] GET http://localhost:8847/components/canvas.css → 200 (6ms, 3672B)
[2026-03-22T17:30:35.287Z] GET http://localhost:8847/components/tooltips.css → 200 (5ms, 2099B)
[2026-03-22T17:30:35.287Z] GET http://localhost:8847/components/nodes.css → 200 (4ms, 14638B)
[2026-03-22T17:30:35.287Z] GET http://localhost:8847/components/animations.css → 304 (6ms, ?B)
[2026-03-22T17:30:35.303Z] GET https://fonts.gstatic.com/s/ibmplexmono/v20/-F63fjptAgt5VM-kVkqdyU8n1i8q131nj-o.woff2 → 200 (1ms, ?B)
[2026-03-22T17:30:35.304Z] GET https://fonts.gstatic.com/s/ibmplexmono/v20/-F6qfjptAgt5VM-kVkqdyU8n3twJwlBFgsAXHNk.woff2 → 200 (?ms, ?B)
[2026-03-22T17:30:35.304Z] GET https://fonts.gstatic.com/s/ibmplexmono/v20/-F6qfjptAgt5VM-kVkqdyU8n3vAOwlBFgsAXHNk.woff2 → 200 (?ms, ?B)
[2026-03-22T17:30:35.304Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7W0Q5nw.woff2 → 200 (?ms, ?B)
[2026-03-22T17:34:07.803Z] GET http://localhost:8847/index.html → 200 (1ms, 123389B)
[2026-03-22T17:34:07.808Z] GET https://fonts.googleapis.com/css2?family=IBM+Plex+Mono:wght@400;500;600&family=Inter:wght@400;500;600&display=swap → 200 (?ms, 13429B)
[2026-03-22T17:34:07.808Z] GET http://localhost:8847/index.css → 304 (?ms, ?B)
[2026-03-22T17:34:07.810Z] GET http://localhost:8847/reset.css → 304 (?ms, ?B)
[2026-03-22T17:34:07.810Z] GET http://localhost:8847/tokens.css → 304 (?ms, ?B)
[2026-03-22T17:34:07.810Z] GET http://localhost:8847/components/layout.css → 304 (3ms, ?B)
[2026-03-22T17:34:07.810Z] GET http://localhost:8847/components/buttons.css → 304 (1ms, ?B)
[2026-03-22T17:34:07.810Z] GET http://localhost:8847/components/cards.css → 304 (?ms, ?B)
[2026-03-22T17:34:07.810Z] GET http://localhost:8847/components/forms.css → 304 (1ms, ?B)
[2026-03-22T17:34:07.810Z] GET http://localhost:8847/components/navigation.css → 304 (?ms, ?B)
[2026-03-22T17:34:07.810Z] GET http://localhost:8847/components/zones.css → 304 (3ms, ?B)
[2026-03-22T17:34:07.810Z] GET http://localhost:8847/components/menus.css → 304 (3ms, ?B)
[2026-03-22T17:34:07.810Z] GET http://localhost:8847/components/toolbar.css → 304 (3ms, ?B)
[2026-03-22T17:34:07.810Z] GET http://localhost:8847/components/questions.css → 304 (3ms, ?B)
[2026-03-22T17:34:07.810Z] GET http://localhost:8847/components/canvas.css → 304 (3ms, ?B)
[2026-03-22T17:34:07.810Z] GET http://localhost:8847/components/tooltips.css → 304 (3ms, ?B)
[2026-03-22T17:34:07.810Z] GET http://localhost:8847/components/nodes.css → 304 (3ms, ?B)
[2026-03-22T17:34:07.810Z] GET http://localhost:8847/components/animations.css → 304 (3ms, ?B)
[2026-03-22T17:34:07.823Z] GET https://fonts.gstatic.com/s/ibmplexmono/v20/-F63fjptAgt5VM-kVkqdyU8n1i8q131nj-o.woff2 → 200 (?ms, ?B)
[2026-03-22T17:34:07.823Z] GET https://fonts.gstatic.com/s/ibmplexmono/v20/-F6qfjptAgt5VM-kVkqdyU8n3twJwlBFgsAXHNk.woff2 → 200 (?ms, ?B)
[2026-03-22T17:34:07.823Z] GET https://fonts.gstatic.com/s/ibmplexmono/v20/-F6qfjptAgt5VM-kVkqdyU8n3vAOwlBFgsAXHNk.woff2 → 200 (?ms, ?B)
[2026-03-22T17:34:07.823Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7W0Q5nw.woff2 → 200 (?ms, ?B)
[2026-03-22T17:41:55.091Z] GET http://localhost:8847/index.html → 200 (1ms, 125965B)
[2026-03-22T17:41:55.095Z] GET https://fonts.googleapis.com/css2?family=IBM+Plex+Mono:wght@400;500;600&family=Inter:wght@400;500;600&display=swap → 200 (?ms, 13429B)
[2026-03-22T17:41:55.095Z] GET http://localhost:8847/index.css → 200 (2ms, 560B)
[2026-03-22T17:41:55.097Z] GET http://localhost:8847/reset.css → 304 (3ms, ?B)
[2026-03-22T17:41:55.097Z] GET http://localhost:8847/tokens.css → 200 (4ms, 14879B)
[2026-03-22T17:41:55.097Z] GET http://localhost:8847/components/layout.css → 304 (4ms, ?B)
[2026-03-22T17:41:55.097Z] GET http://localhost:8847/components/buttons.css → 304 (4ms, ?B)
[2026-03-22T17:41:55.097Z] GET http://localhost:8847/components/cards.css → 304 (4ms, ?B)
[2026-03-22T17:41:55.097Z] GET http://localhost:8847/components/forms.css → 304 (4ms, ?B)
[2026-03-22T17:41:55.097Z] GET http://localhost:8847/components/navigation.css → 304 (4ms, ?B)
[2026-03-22T17:41:55.097Z] GET http://localhost:8847/components/zones.css → 304 (4ms, ?B)
[2026-03-22T17:41:55.097Z] GET http://localhost:8847/components/menus.css → 304 (4ms, ?B)
[2026-03-22T17:41:55.097Z] GET http://localhost:8847/components/toolbar.css → 304 (5ms, ?B)
[2026-03-22T17:41:55.097Z] GET http://localhost:8847/components/questions.css → 304 (5ms, ?B)
[2026-03-22T17:41:55.097Z] GET http://localhost:8847/components/canvas.css → 304 (5ms, ?B)
[2026-03-22T17:41:55.097Z] GET http://localhost:8847/components/tooltips.css → 304 (5ms, ?B)
[2026-03-22T17:41:55.097Z] GET http://localhost:8847/components/nodes.css → 200 (5ms, 14881B)
[2026-03-22T17:41:55.097Z] GET http://localhost:8847/components/animations.css → 200 (5ms, 14665B)
[2026-03-22T17:41:55.113Z] GET https://fonts.gstatic.com/s/ibmplexmono/v20/-F63fjptAgt5VM-kVkqdyU8n1i8q131nj-o.woff2 → 200 (1ms, ?B)
[2026-03-22T17:41:55.114Z] GET https://fonts.gstatic.com/s/ibmplexmono/v20/-F6qfjptAgt5VM-kVkqdyU8n3twJwlBFgsAXHNk.woff2 → 200 (?ms, ?B)
[2026-03-22T17:41:55.114Z] GET https://fonts.gstatic.com/s/ibmplexmono/v20/-F6qfjptAgt5VM-kVkqdyU8n3vAOwlBFgsAXHNk.woff2 → 200 (?ms, ?B)
[2026-03-22T17:41:55.114Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7W0Q5nw.woff2 → 200 (?ms, ?B)
[2026-03-22T17:51:58.565Z] GET http://localhost:8847/index.html → 200 (1ms, 127419B)
[2026-03-22T17:51:58.570Z] GET https://fonts.googleapis.com/css2?family=IBM+Plex+Mono:wght@400;500;600&family=Inter:wght@400;500;600&display=swap → 200 (?ms, 13429B)
[2026-03-22T17:51:58.570Z] GET http://localhost:8847/index.css → 200 (2ms, 560B)
[2026-03-22T17:51:58.572Z] GET http://localhost:8847/reset.css → 304 (4ms, ?B)
[2026-03-22T17:51:58.572Z] GET http://localhost:8847/tokens.css → 304 (4ms, ?B)
[2026-03-22T17:51:58.572Z] GET http://localhost:8847/components/layout.css → 304 (4ms, ?B)
[2026-03-22T17:51:58.572Z] GET http://localhost:8847/components/buttons.css → 304 (4ms, ?B)
[2026-03-22T17:51:58.572Z] GET http://localhost:8847/components/cards.css → 304 (4ms, ?B)
[2026-03-22T17:51:58.572Z] GET http://localhost:8847/components/forms.css → 304 (4ms, ?B)
[2026-03-22T17:51:58.572Z] GET http://localhost:8847/components/navigation.css → 304 (4ms, ?B)
[2026-03-22T17:51:58.572Z] GET http://localhost:8847/components/zones.css → 304 (4ms, ?B)
[2026-03-22T17:51:58.572Z] GET http://localhost:8847/components/menus.css → 304 (5ms, ?B)
[2026-03-22T17:51:58.572Z] GET http://localhost:8847/components/toolbar.css → 304 (5ms, ?B)
[2026-03-22T17:51:58.572Z] GET http://localhost:8847/components/questions.css → 304 (5ms, ?B)
[2026-03-22T17:51:58.572Z] GET http://localhost:8847/components/canvas.css → 304 (6ms, ?B)
[2026-03-22T17:51:58.572Z] GET http://localhost:8847/components/tooltips.css → 304 (5ms, ?B)
[2026-03-22T17:51:58.572Z] GET http://localhost:8847/components/nodes.css → 304 (6ms, ?B)
[2026-03-22T17:51:58.572Z] GET http://localhost:8847/components/animations.css → 200 (6ms, 15657B)
[2026-03-22T17:51:58.591Z] GET https://fonts.gstatic.com/s/ibmplexmono/v20/-F63fjptAgt5VM-kVkqdyU8n1i8q131nj-o.woff2 → 200 (?ms, ?B)
[2026-03-22T17:51:58.592Z] GET https://fonts.gstatic.com/s/ibmplexmono/v20/-F6qfjptAgt5VM-kVkqdyU8n3twJwlBFgsAXHNk.woff2 → 200 (?ms, ?B)
[2026-03-22T17:51:58.592Z] GET https://fonts.gstatic.com/s/ibmplexmono/v20/-F6qfjptAgt5VM-kVkqdyU8n3vAOwlBFgsAXHNk.woff2 → 200 (?ms, ?B)
[2026-03-22T17:51:58.592Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7W0Q5nw.woff2 → 200 (?ms, ?B)
[2026-03-22T17:59:15.998Z] GET http://localhost:8847/index.html → 200 (1ms, ?B)
[2026-03-22T17:59:16.003Z] GET https://fonts.googleapis.com/css2?family=IBM+Plex+Mono:wght@400;500;600&family=Inter:wght@400;500;600&display=swap → 200 (?ms, 13429B)
[2026-03-22T17:59:16.003Z] GET http://localhost:8847/index.css → 200 (2ms, 560B)
[2026-03-22T17:59:16.005Z] GET http://localhost:8847/reset.css → 304 (3ms, ?B)
[2026-03-22T17:59:16.005Z] GET http://localhost:8847/tokens.css → 304 (3ms, ?B)
[2026-03-22T17:59:16.005Z] GET http://localhost:8847/components/layout.css → 304 (3ms, ?B)
[2026-03-22T17:59:16.005Z] GET http://localhost:8847/components/buttons.css → 304 (3ms, ?B)
[2026-03-22T17:59:16.005Z] GET http://localhost:8847/components/cards.css → 304 (3ms, ?B)
[2026-03-22T17:59:16.005Z] GET http://localhost:8847/components/forms.css → 304 (3ms, ?B)
[2026-03-22T17:59:16.005Z] GET http://localhost:8847/components/navigation.css → 304 (3ms, ?B)
[2026-03-22T17:59:16.005Z] GET http://localhost:8847/components/zones.css → 304 (3ms, ?B)
[2026-03-22T17:59:16.005Z] GET http://localhost:8847/components/menus.css → 304 (4ms, ?B)
[2026-03-22T17:59:16.005Z] GET http://localhost:8847/components/toolbar.css → 304 (4ms, ?B)
[2026-03-22T17:59:16.005Z] GET http://localhost:8847/components/questions.css → 304 (3ms, ?B)
[2026-03-22T17:59:16.005Z] GET http://localhost:8847/components/canvas.css → 304 (4ms, ?B)
[2026-03-22T17:59:16.005Z] GET http://localhost:8847/components/tooltips.css → 304 (4ms, ?B)
[2026-03-22T17:59:16.005Z] GET http://localhost:8847/components/nodes.css → 304 (4ms, ?B)
[2026-03-22T17:59:16.005Z] GET http://localhost:8847/components/animations.css → 200 (4ms, 18466B)
[2026-03-22T17:59:16.020Z] GET https://fonts.gstatic.com/s/ibmplexmono/v20/-F63fjptAgt5VM-kVkqdyU8n1i8q131nj-o.woff2 → 200 (?ms, ?B)
[2026-03-22T17:59:16.021Z] GET https://fonts.gstatic.com/s/ibmplexmono/v20/-F6qfjptAgt5VM-kVkqdyU8n3twJwlBFgsAXHNk.woff2 → 200 (?ms, ?B)
[2026-03-22T17:59:16.021Z] GET https://fonts.gstatic.com/s/ibmplexmono/v20/-F6qfjptAgt5VM-kVkqdyU8n3vAOwlBFgsAXHNk.woff2 → 200 (?ms, ?B)
[2026-03-22T17:59:16.021Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7W0Q5nw.woff2 → 200 (?ms, ?B)
